3144
(0.000000, 1.177892, 2.120325) (0.000000, 0.273700, -0.961800) (1.000000, 1.000000) 
(0.481909, 1.177892, 3.021913) (0.799700, 0.273700, 0.534300) (0.656250, 1.000000) 
(0.442339, 1.009622, 2.995473) (0.778500, -0.351300, 0.520200) (0.656250, 0.928571) 
(0.481909, 1.177892, 3.021913) (0.799700, 0.273700, 0.534300) (0.656250, 1.000000) 
(0.376179, 1.009622, 3.076091) (0.662000, -0.351300, 0.662000) (0.625000, 0.928571) 
(0.442339, 1.009622, 2.995473) (0.778500, -0.351300, 0.520200) (0.656250, 0.928571) 
(0.409830, 1.177892, 3.109742) (0.680100, 0.273700, 0.680100) (0.625000, 1.000000) 
(0.295562, 1.009622, 3.142251) (0.520200, -0.351300, 0.778500) (0.593750, 0.928571) 
(0.376179, 1.009622, 3.076091) (0.662000, -0.351300, 0.662000) (0.625000, 0.928571) 
(0.322001, 1.177892, 3.181821) (0.534300, 0.273700, 0.799700) (0.593750, 1.000000) 
(0.203587, 1.009622, 3.191413) (0.358300, -0.351300, 0.865000) (0.562500, 0.928571) 
(0.295562, 1.009622, 3.142251) (0.520200, -0.351300, 0.778500) (0.593750, 0.928571) 
(0.221798, 1.177892, 3.235381) (0.368100, 0.273700, 0.888600) (0.562500, 1.000000) 
(0.103787, 1.009622, 3.221687) (0.182700, -0.351300, 0.918300) (0.531250, 0.928571) 
(0.203587, 1.009622, 3.191413) (0.358300, -0.351300, 0.865000) (0.562500, 0.928571) 
(0.113072, 1.177892, 3.268363) (0.187600, 0.273700, 0.943300) (0.531250, 1.000000) 
(-0.000000, 1.009622, 3.231909) (0.000000, -0.351300, 0.936200) (0.500000, 0.928571) 
(0.103787, 1.009622, 3.221687) (0.182700, -0.351300, 0.918300) (0.531250, 0.928571) 
(-0.000000, 1.177892, 3.279499) (0.000000, 0.273700, 0.961800) (0.500000, 1.000000) 
(-0.103787, 1.009622, 3.221687) (-0.182700, -0.351300, 0.918300) (0.468750, 0.928571) 
(-0.000000, 1.009622, 3.231909) (0.000000, -0.351300, 0.936200) (0.500000, 0.928571) 
(-0.103787, 1.009622, 3.221687) (-0.182700, -0.351300, 0.918300) (0.468750, 0.928571) 
(-0.221798, 1.177892, 3.235381) (-0.368100, 0.273700, 0.888600) (0.437500, 1.000000) 
(-0.203586, 1.009622, 3.191413) (-0.358300, -0.351300, 0.865000) (0.437500, 0.928571) 
(-0.221798, 1.177892, 3.235381) (-0.368100, 0.273700, 0.888600) (0.437500, 1.000000) 
(-0.295562, 1.009622, 3.142251) (-0.520200, -0.351300, 0.778500) (0.406250, 0.928571) 
(-0.203586, 1.009622, 3.191413) (-0.358300, -0.351300, 0.865000) (0.437500, 0.928571) 
(-0.322001, 1.177892, 3.181821) (-0.534300, 0.273700, 0.799700) (0.406250, 1.000000) 
(-0.376179, 1.009622, 3.076091) (-0.662000, -0.351300, 0.662000) (0.375000, 0.928571) 
(-0.295562, 1.009622, 3.142251) (-0.520200, -0.351300, 0.778500) (0.406250, 0.928571) 
(-0.409830, 1.177892, 3.109742) (-0.680100, 0.273700, 0.680100) (0.375000, 1.000000) 
(-0.442339, 1.009622, 2.995474) (-0.778500, -0.351300, 0.520200) (0.343750, 0.928571) 
(-0.376179, 1.009622, 3.076091) (-0.662000, -0.351300, 0.662000) (0.375000, 0.928571) 
(-0.481909, 1.177892, 3.021913) (-0.799700, 0.273700, 0.534300) (0.343750, 1.000000) 
(-0.491501, 1.009622, 2.903498) (-0.865000, -0.351300, 0.358300) (0.312500, 0.928571) 
(-0.442339, 1.009622, 2.995474) (-0.778500, -0.351300, 0.520200) (0.343750, 0.928571) 
(-0.491501, 1.009622, 2.903498) (-0.865000, -0.351300, 0.358300) (0.312500, 0.928571) 
(-0.568450, 1.177892, 2.812984) (-0.943300, 0.273700, 0.187600) (0.281250, 1.000000) 
(-0.521775, 1.009622, 2.803699) (-0.918300, -0.351300, 0.182700) (0.281250, 0.928571) 
(-0.521775, 1.009622, 2.803699) (-0.918300, -0.351300, 0.182700) (0.281250, 0.928571) 
(-0.579587, 1.177892, 2.699912) (-0.961800, 0.273700, 0.000000) (0.250000, 1.000000) 
(-0.531997, 1.009622, 2.699912) (-0.936200, -0.351300, 0.000000) (0.250000, 0.928571) 
(-0.579587, 1.177892, 2.699912) (-0.961800, 0.273700, 0.000000) (0.250000, 1.000000) 
(-0.521775, 1.009622, 2.596124) (-0.918300, -0.351300, -0.182700) (0.218750, 0.928571) 
(-0.531997, 1.009622, 2.699912) (-0.936200, -0.351300, 0.000000) (0.250000, 0.928571) 
(-0.568450, 1.177892, 2.586840) (-0.943300, 0.273700, -0.187600) (0.218750, 1.000000) 
(-0.491501, 1.009622, 2.496325) (-0.865000, -0.351300, -0.358300) (0.187500, 0.928571) 
(-0.521775, 1.009622, 2.596124) (-0.918300, -0.351300, -0.182700) (0.218750, 0.928571) 
(-0.535469, 1.177892, 2.478113) (-0.888600, 0.273700, -0.368100) (0.187500, 1.000000) 
(-0.442339, 1.009622, 2.404350) (-0.778500, -0.351300, -0.520200) (0.156250, 0.928571) 
(-0.491501, 1.009622, 2.496325) (-0.865000, -0.351300, -0.358300) (0.187500, 0.928571) 
(-0.442339, 1.009622, 2.404350) (-0.778500, -0.351300, -0.520200) (0.156250, 0.928571) 
(-0.409830, 1.177892, 2.290082) (-0.680100, 0.273700, -0.680100) (0.125000, 1.000000) 
(-0.376179, 1.009622, 2.323733) (-0.662000, -0.351300, -0.662000) (0.125000, 0.928571) 
(-0.409830, 1.177892, 2.290082) (-0.680100, 0.273700, -0.680100) (0.125000, 1.000000) 
(-0.295562, 1.009622, 2.257573) (-0.520200, -0.351300, -0.778500) (0.093750, 0.928571) 
(-0.376179, 1.009622, 2.323733) (-0.662000, -0.351300, -0.662000) (0.125000, 0.928571) 
(-0.322001, 1.177892, 2.218003) (-0.534300, 0.273700, -0.799700) (0.093750, 1.000000) 
(-0.203586, 1.009622, 2.208411) (-0.358300, -0.351300, -0.865000) (0.062500, 0.928571) 
(-0.295562, 1.009622, 2.257573) (-0.520200, -0.351300, -0.778500) (0.093750, 0.928571) 
(0.000000, 1.077340, 3.034471) (0.000000, 0.608800, -0.793300) (0.250000, 0.111463) 
(-0.042138, 0.797689, 2.911755) (0.112200, 0.818000, -0.564100) (0.222973, 0.114125) 
(-0.065269, 1.077340, 3.028043) (0.154800, 0.608800, -0.778000) (0.222973, 0.114125) 
(-0.221798, 1.177892, 2.164443) (-0.368100, 0.273700, -0.888600) (0.062500, 1.000000) 
(-0.103787, 1.009622, 2.178137) (-0.182700, -0.351300, -0.918300) (0.031250, 0.928571) 
(-0.203586, 1.009622, 2.208411) (-0.358300, -0.351300, -0.865000) (0.062500, 0.928571) 
(-0.103787, 1.009622, 2.178137) (-0.182700, -0.351300, -0.918300) (0.031250, 0.928571) 
(0.000000, 1.177892, 2.120325) (0.000000, 0.273700, -0.961800) (0.000000, 1.000000) 
(0.000000, 1.009622, 2.167915) (0.000000, -0.351300, -0.936200) (0.000000, 0.928571) 
(-0.451542, 0.000000, 2.699912) (-0.952400, -0.304800, 0.000000) (0.250000, 0.500000) 
(-0.400613, -0.058947, 2.779599) (-0.698500, -0.702000, 0.138900) (0.281250, 0.500000) 
(-0.442866, 0.000000, 2.788003) (-0.934100, -0.304800, 0.185800) (0.281250, 0.500000) 
(-0.088091, 0.168270, 2.257046) (-0.191800, 0.182500, -0.964300) (0.031250, 0.571429) 
(0.000000, 0.000000, 2.248370) (0.000000, -0.304800, -0.952400) (0.000000, 0.500000) 
(-0.088091, 0.000000, 2.257046) (-0.185800, -0.304800, -0.934100) (0.031250, 0.500000) 
(-0.075310, 0.336541, 2.321303) (-0.187600, 0.274500, -0.943100) (0.031250, 0.642857) 
(0.000000, 0.168270, 2.248370) (0.000000, 0.182500, -0.983200) (0.000000, 0.571429) 
(-0.088091, 0.168270, 2.257046) (-0.191800, 0.182500, -0.964300) (0.031250, 0.571429) 
(-0.069285, 0.504811, 2.351591) (-0.193400, 0.131000, -0.972300) (0.031250, 0.714286) 
(0.000000, 0.336541, 2.313885) (0.000000, 0.274500, -0.961600) (0.000000, 0.642857) 
(-0.075310, 0.336541, 2.321303) (-0.187600, 0.274500, -0.943100) (0.031250, 0.642857) 
(-0.069285, 0.504811, 2.351591) (-0.193400, 0.131000, -0.972300) (0.031250, 0.714286) 
(0.000000, 0.673081, 2.358347) (0.000000, -0.251600, -0.967800) (0.000000, 0.785714) 
(0.000000, 0.504811, 2.344767) (0.000000, 0.131000, -0.991400) (0.000000, 0.714286) 
(-0.088091, 0.841351, 2.257046) (-0.170200, -0.488500, -0.855800) (0.031250, 0.857143) 
(0.000000, 0.673081, 2.358347) (0.000000, -0.251600, -0.967800) (0.000000, 0.785714) 
(-0.066636, 0.673081, 2.364911) (-0.188800, -0.251600, -0.949200) (0.031250, 0.785714) 
(-0.103787, 1.009622, 2.178137) (-0.182700, -0.351300, -0.918300) (0.031250, 0.928571) 
(0.000000, 0.841351, 2.248370) (0.000000, -0.488500, -0.872500) (0.000000, 0.857143) 
(-0.088091, 0.841351, 2.257046) (-0.170200, -0.488500, -0.855800) (0.031250, 0.857143) 
(-0.172798, 0.168270, 2.282741) (-0.376200, 0.182500, -0.908400) (0.062500, 0.571429) 
(-0.088091, 0.000000, 2.257046) (-0.185800, -0.304800, -0.934100) (0.031250, 0.500000) 
(-0.172798, 0.000000, 2.282741) (-0.364500, -0.304800, -0.879900) (0.062500, 0.500000) 
(-0.147726, 0.336541, 2.343270) (-0.368000, 0.274500, -0.888400) (0.062500, 0.642857) 
(-0.088091, 0.168270, 2.257046) (-0.191800, 0.182500, -0.964300) (0.031250, 0.571429) 
(-0.172798, 0.168270, 2.282741) (-0.376200, 0.182500, -0.908400) (0.062500, 0.571429) 
(-0.135908, 0.504811, 2.371800) (-0.379400, 0.131000, -0.915900) (0.062500, 0.714286) 
(-0.075310, 0.336541, 2.321303) (-0.187600, 0.274500, -0.943100) (0.031250, 0.642857) 
(-0.147726, 0.336541, 2.343270) (-0.368000, 0.274500, -0.888400) (0.062500, 0.642857) 
(-0.135908, 0.504811, 2.371800) (-0.379400, 0.131000, -0.915900) (0.062500, 0.714286) 
(-0.066636, 0.673081, 2.364911) (-0.188800, -0.251600, -0.949200) (0.031250, 0.785714) 
(-0.069285, 0.504811, 2.351591) (-0.193400, 0.131000, -0.972300) (0.031250, 0.714286) 
(-0.130711, 0.673081, 2.384347) (-0.370400, -0.251600, -0.894200) (0.062500, 0.785714) 
(-0.088091, 0.841351, 2.257046) (-0.170200, -0.488500, -0.855800) (0.031250, 0.857143) 
(-0.066636, 0.673081, 2.364911) (-0.188800, -0.251600, -0.949200) (0.031250, 0.785714) 
(-0.203586, 1.009622, 2.208411) (-0.358300, -0.351300, -0.865000) (0.062500, 0.928571) 
(-0.088091, 0.841351, 2.257046) (-0.170200, -0.488500, -0.855800) (0.031250, 0.857143) 
(-0.172798, 0.841351, 2.282741) (-0.333900, -0.488500, -0.806100) (0.062500, 0.857143) 
(-0.250863, 0.168270, 2.324468) (-0.546200, 0.182500, -0.817500) (0.093750, 0.571429) 
(-0.172798, 0.000000, 2.282741) (-0.364500, -0.304800, -0.879900) (0.062500, 0.500000) 
(-0.250863, 0.000000, 2.324468) (-0.529100, -0.304800, -0.791900) (0.093750, 0.500000) 
(-0.214465, 0.336541, 2.378942) (-0.534200, 0.274500, -0.799500) (0.093750, 0.642857) 
(-0.172798, 0.168270, 2.282741) (-0.376200, 0.182500, -0.908400) (0.062500, 0.571429) 
(-0.250863, 0.168270, 2.324468) (-0.546200, 0.182500, -0.817500) (0.093750, 0.571429) 
(-0.197308, 0.504811, 2.404619) (-0.550800, 0.131000, -0.824300) (0.093750, 0.714286) 
(-0.147726, 0.336541, 2.343270) (-0.368000, 0.274500, -0.888400) (0.062500, 0.642857) 
(-0.214465, 0.336541, 2.378942) (-0.534200, 0.274500, -0.799500) (0.093750, 0.642857) 
(-0.197308, 0.504811, 2.404619) (-0.550800, 0.131000, -0.824300) (0.093750, 0.714286) 
(-0.130711, 0.673081, 2.384347) (-0.370400, -0.251600, -0.894200) (0.062500, 0.785714) 
(-0.135908, 0.504811, 2.371800) (-0.379400, 0.131000, -0.915900) (0.062500, 0.714286) 
(-0.250863, 0.841351, 2.324468) (-0.484800, -0.488500, -0.725500) (0.093750, 0.857143) 
(-0.130711, 0.673081, 2.384347) (-0.370400, -0.251600, -0.894200) (0.062500, 0.785714) 
(-0.189763, 0.673081, 2.415911) (-0.537700, -0.251600, -0.804700) (0.093750, 0.785714) 
(-0.295562, 1.009622, 2.257573) (-0.520200, -0.351300, -0.778500) (0.093750, 0.928571) 
(-0.172798, 0.841351, 2.282741) (-0.333900, -0.488500, -0.806100) (0.062500, 0.857143) 
(-0.250863, 0.841351, 2.324468) (-0.484800, -0.488500, -0.725500) (0.093750, 0.857143) 
(-0.319289, 0.168270, 2.380623) (-0.695200, 0.182500, -0.695200) (0.125000, 0.571429) 
(-0.250863, 0.000000, 2.324468) (-0.529100, -0.304800, -0.791900) (0.093750, 0.500000) 
(-0.319289, 0.000000, 2.380623) (-0.673500, -0.304800, -0.673500) (0.125000, 0.500000) 
(-0.272962, 0.336541, 2.426950) (-0.680000, 0.274500, -0.680000) (0.125000, 0.642857) 
(-0.250863, 0.168270, 2.324468) (-0.546200, 0.182500, -0.817500) (0.093750, 0.571429) 
(-0.319289, 0.168270, 2.380623) (-0.695200, 0.182500, -0.695200) (0.125000, 0.571429) 
(-0.251126, 0.504811, 2.448786) (-0.701000, 0.131000, -0.701000) (0.125000, 0.714286) 
(-0.214465, 0.336541, 2.378942) (-0.534200, 0.274500, -0.799500) (0.093750, 0.642857) 
(-0.272962, 0.336541, 2.426950) (-0.680000, 0.274500, -0.680000) (0.125000, 0.642857) 
(-0.241523, 0.673081, 2.458389) (-0.684300, -0.251600, -0.684300) (0.125000, 0.785714) 
(-0.197308, 0.504811, 2.404619) (-0.550800, 0.131000, -0.824300) (0.093750, 0.714286) 
(-0.251126, 0.504811, 2.448786) (-0.701000, 0.131000, -0.701000) (0.125000, 0.714286) 
(-0.319289, 0.841351, 2.380623) (-0.617000, -0.488500, -0.617000) (0.125000, 0.857143) 
(-0.189763, 0.673081, 2.415911) (-0.537700, -0.251600, -0.804700) (0.093750, 0.785714) 
(-0.241523, 0.673081, 2.458389) (-0.684300, -0.251600, -0.684300) (0.125000, 0.785714) 
(-0.376179, 1.009622, 2.323733) (-0.662000, -0.351300, -0.662000) (0.125000, 0.928571) 
(-0.250863, 0.841351, 2.324468) (-0.484800, -0.488500, -0.725500) (0.093750, 0.857143) 
(-0.319289, 0.841351, 2.380623) (-0.617000, -0.488500, -0.617000) (0.125000, 0.857143) 
(-0.375444, 0.168270, 2.449049) (-0.817500, 0.182500, -0.546200) (0.156250, 0.571429) 
(-0.319289, 0.000000, 2.380623) (-0.673500, -0.304800, -0.673500) (0.125000, 0.500000) 
(-0.375444, 0.000000, 2.449049) (-0.791900, -0.304800, -0.529100) (0.156250, 0.500000) 
(-0.375444, 0.168270, 2.449049) (-0.817500, 0.182500, -0.546200) (0.156250, 0.571429) 
(-0.272962, 0.336541, 2.426950) (-0.680000, 0.274500, -0.680000) (0.125000, 0.642857) 
(-0.319289, 0.168270, 2.380623) (-0.695200, 0.182500, -0.695200) (0.125000, 0.571429) 
(-0.295292, 0.504811, 2.502604) (-0.824300, 0.131000, -0.550800) (0.156250, 0.714286) 
(-0.272962, 0.336541, 2.426950) (-0.680000, 0.274500, -0.680000) (0.125000, 0.642857) 
(-0.320969, 0.336541, 2.485447) (-0.799500, 0.274500, -0.534200) (0.156250, 0.642857) 
(-0.284000, 0.673081, 2.510149) (-0.804700, -0.251600, -0.537700) (0.156250, 0.785714) 
(-0.251126, 0.504811, 2.448786) (-0.701000, 0.131000, -0.701000) (0.125000, 0.714286) 
(-0.295292, 0.504811, 2.502604) (-0.824300, 0.131000, -0.550800) (0.156250, 0.714286) 
(-0.375444, 0.841351, 2.449049) (-0.725500, -0.488500, -0.484800) (0.156250, 0.857143) 
(-0.241523, 0.673081, 2.458389) (-0.684300, -0.251600, -0.684300) (0.125000, 0.785714) 
(-0.284000, 0.673081, 2.510149) (-0.804700, -0.251600, -0.537700) (0.156250, 0.785714) 
(-0.442339, 1.009622, 2.404350) (-0.778500, -0.351300, -0.520200) (0.156250, 0.928571) 
(-0.319289, 0.841351, 2.380623) (-0.617000, -0.488500, -0.617000) (0.125000, 0.857143) 
(-0.375444, 0.841351, 2.449049) (-0.725500, -0.488500, -0.484800) (0.156250, 0.857143) 
(-0.417171, 0.168270, 2.527114) (-0.908400, 0.182500, -0.376200) (0.187500, 0.571429) 
(-0.375444, 0.000000, 2.449049) (-0.791900, -0.304800, -0.529100) (0.156250, 0.500000) 
(-0.417171, 0.000000, 2.527114) (-0.879900, -0.304800, -0.364500) (0.187500, 0.500000) 
(-0.356642, 0.336541, 2.552186) (-0.888400, 0.274500, -0.368000) (0.187500, 0.642857) 
(-0.375444, 0.168270, 2.449049) (-0.817500, 0.182500, -0.546200) (0.156250, 0.571429) 
(-0.417171, 0.168270, 2.527114) (-0.908400, 0.182500, -0.376200) (0.187500, 0.571429) 
(-0.328111, 0.504811, 2.564004) (-0.915900, 0.131000, -0.379400) (0.187500, 0.714286) 
(-0.320969, 0.336541, 2.485447) (-0.799500, 0.274500, -0.534200) (0.156250, 0.642857) 
(-0.356642, 0.336541, 2.552186) (-0.888400, 0.274500, -0.368000) (0.187500, 0.642857) 
(-0.328111, 0.504811, 2.564004) (-0.915900, 0.131000, -0.379400) (0.187500, 0.714286) 
(-0.284000, 0.673081, 2.510149) (-0.804700, -0.251600, -0.537700) (0.156250, 0.785714) 
(-0.295292, 0.504811, 2.502604) (-0.824300, 0.131000, -0.550800) (0.156250, 0.714286) 
(-0.417171, 0.841351, 2.527114) (-0.806100, -0.488500, -0.333900) (0.187500, 0.857143) 
(-0.284000, 0.673081, 2.510149) (-0.804700, -0.251600, -0.537700) (0.156250, 0.785714) 
(-0.315564, 0.673081, 2.569201) (-0.894200, -0.251600, -0.370400) (0.187500, 0.785714) 
(-0.491501, 1.009622, 2.496325) (-0.865000, -0.351300, -0.358300) (0.187500, 0.928571) 
(-0.375444, 0.841351, 2.449049) (-0.725500, -0.488500, -0.484800) (0.156250, 0.857143) 
(-0.417171, 0.841351, 2.527114) (-0.806100, -0.488500, -0.333900) (0.187500, 0.857143) 
(-0.442866, 0.168270, 2.611820) (-0.964300, 0.182500, -0.191800) (0.218750, 0.571429) 
(-0.417171, 0.000000, 2.527114) (-0.879900, -0.304800, -0.364500) (0.187500, 0.500000) 
(-0.442866, 0.000000, 2.611820) (-0.934100, -0.304800, -0.185800) (0.218750, 0.500000) 
(-0.442866, 0.168270, 2.611820) (-0.964300, 0.182500, -0.191800) (0.218750, 0.571429) 
(-0.356642, 0.336541, 2.552186) (-0.888400, 0.274500, -0.368000) (0.187500, 0.642857) 
(-0.417171, 0.168270, 2.527114) (-0.908400, 0.182500, -0.376200) (0.187500, 0.571429) 
(-0.348321, 0.504811, 2.630626) (-0.972300, 0.131000, -0.193400) (0.218750, 0.714286) 
(-0.356642, 0.336541, 2.552186) (-0.888400, 0.274500, -0.368000) (0.187500, 0.642857) 
(-0.378609, 0.336541, 2.624602) (-0.943100, 0.274500, -0.187600) (0.218750, 0.642857) 
(-0.335001, 0.673081, 2.633276) (-0.949200, -0.251600, -0.188800) (0.218750, 0.785714) 
(-0.328111, 0.504811, 2.564004) (-0.915900, 0.131000, -0.379400) (0.187500, 0.714286) 
(-0.348321, 0.504811, 2.630626) (-0.972300, 0.131000, -0.193400) (0.218750, 0.714286) 
(-0.442866, 0.841351, 2.611820) (-0.855800, -0.488500, -0.170200) (0.218750, 0.857143) 
(-0.315564, 0.673081, 2.569201) (-0.894200, -0.251600, -0.370400) (0.187500, 0.785714) 
(-0.335001, 0.673081, 2.633276) (-0.949200, -0.251600, -0.188800) (0.218750, 0.785714) 
(-0.521775, 1.009622, 2.596124) (-0.918300, -0.351300, -0.182700) (0.218750, 0.928571) 
(-0.417171, 0.841351, 2.527114) (-0.806100, -0.488500, -0.333900) (0.187500, 0.857143) 
(-0.442866, 0.841351, 2.611820) (-0.855800, -0.488500, -0.170200) (0.218750, 0.857143) 
(-0.451542, 0.168270, 2.699912) (-0.983200, 0.182500, 0.000000) (0.250000, 0.571429) 
(-0.442866, 0.000000, 2.611820) (-0.934100, -0.304800, -0.185800) (0.218750, 0.500000) 
(-0.451542, 0.000000, 2.699912) (-0.952400, -0.304800, 0.000000) (0.250000, 0.500000) 
(-0.386027, 0.336541, 2.699912) (-0.961600, 0.274500, 0.000000) (0.250000, 0.642857) 
(-0.442866, 0.168270, 2.611820) (-0.964300, 0.182500, -0.191800) (0.218750, 0.571429) 
(-0.451542, 0.168270, 2.699912) (-0.983200, 0.182500, 0.000000) (0.250000, 0.571429) 
(-0.355145, 0.504811, 2.699912) (-0.991400, 0.131000, 0.000000) (0.250000, 0.714286) 
(-0.378609, 0.336541, 2.624602) (-0.943100, 0.274500, -0.187600) (0.218750, 0.642857) 
(-0.386027, 0.336541, 2.699912) (-0.961600, 0.274500, 0.000000) (0.250000, 0.642857) 
(-0.341564, 0.673081, 2.699912) (-0.967800, -0.251600, 0.000000) (0.250000, 0.785714) 
(-0.348321, 0.504811, 2.630626) (-0.972300, 0.131000, -0.193400) (0.218750, 0.714286) 
(-0.355145, 0.504811, 2.699912) (-0.991400, 0.131000, 0.000000) (0.250000, 0.714286) 
(-0.451542, 0.841351, 2.699912) (-0.872500, -0.488500, 0.000000) (0.250000, 0.857143) 
(-0.335001, 0.673081, 2.633276) (-0.949200, -0.251600, -0.188800) (0.218750, 0.785714) 
(-0.341564, 0.673081, 2.699912) (-0.967800, -0.251600, 0.000000) (0.250000, 0.785714) 
(-0.531997, 1.009622, 2.699912) (-0.936200, -0.351300, 0.000000) (0.250000, 0.928571) 
(-0.442866, 0.841351, 2.611820) (-0.855800, -0.488500, -0.170200) (0.218750, 0.857143) 
(-0.451542, 0.841351, 2.699912) (-0.872500, -0.488500, 0.000000) (0.250000, 0.857143) 
(-0.442866, 0.168270, 2.788003) (-0.964300, 0.182500, 0.191800) (0.281250, 0.571429) 
(-0.451542, 0.000000, 2.699912) (-0.952400, -0.304800, 0.000000) (0.250000, 0.500000) 
(-0.442866, 0.000000, 2.788003) (-0.934100, -0.304800, 0.185800) (0.281250, 0.500000) 
(-0.442866, 0.168270, 2.788003) (-0.964300, 0.182500, 0.191800) (0.281250, 0.571429) 
(-0.386027, 0.336541, 2.699912) (-0.961600, 0.274500, 0.000000) (0.250000, 0.642857) 
(-0.451542, 0.168270, 2.699912) (-0.983200, 0.182500, 0.000000) (0.250000, 0.571429) 
(-0.348321, 0.504811, 2.769197) (-0.972300, 0.131000, 0.193400) (0.281250, 0.714286) 
(-0.386027, 0.336541, 2.699912) (-0.961600, 0.274500, 0.000000) (0.250000, 0.642857) 
(-0.378609, 0.336541, 2.775222) (-0.943100, 0.274500, 0.187600) (0.281250, 0.642857) 
(-0.335001, 0.673081, 2.766548) (-0.949200, -0.251600, 0.188800) (0.281250, 0.785714) 
(-0.355145, 0.504811, 2.699912) (-0.991400, 0.131000, 0.000000) (0.250000, 0.714286) 
(-0.348321, 0.504811, 2.769197) (-0.972300, 0.131000, 0.193400) (0.281250, 0.714286) 
(-0.442866, 0.841351, 2.788003) (-0.855800, -0.488500, 0.170200) (0.281250, 0.857143) 
(-0.341564, 0.673081, 2.699912) (-0.967800, -0.251600, 0.000000) (0.250000, 0.785714) 
(-0.335001, 0.673081, 2.766548) (-0.949200, -0.251600, 0.188800) (0.281250, 0.785714) 
(-0.521775, 1.009622, 2.803699) (-0.918300, -0.351300, 0.182700) (0.281250, 0.928571) 
(-0.451542, 0.841351, 2.699912) (-0.872500, -0.488500, 0.000000) (0.250000, 0.857143) 
(-0.442866, 0.841351, 2.788003) (-0.855800, -0.488500, 0.170200) (0.281250, 0.857143) 
(-0.417171, 0.168270, 2.872710) (-0.908400, 0.182500, 0.376200) (0.312500, 0.571429) 
(-0.442866, 0.000000, 2.788003) (-0.934100, -0.304800, 0.185800) (0.281250, 0.500000) 
(-0.417171, 0.000000, 2.872710) (-0.879900, -0.304800, 0.364500) (0.312500, 0.500000) 
(-0.356642, 0.336541, 2.847638) (-0.888400, 0.274500, 0.368000) (0.312500, 0.642857) 
(-0.442866, 0.168270, 2.788003) (-0.964300, 0.182500, 0.191800) (0.281250, 0.571429) 
(-0.417171, 0.168270, 2.872710) (-0.908400, 0.182500, 0.376200) (0.312500, 0.571429) 
